gene,GSE16561_log2FC,GSE16561_pvalue,GSE16561_padj,GSE22255_log2FC,GSE22255_pvalue,GSE22255_padj,GSE37587_log2FC,GSE37587_pvalue,GSE37587_padj,meta_padj,TRI
SART1,-0.0877565131842105,0.3394168304123383,0.7574101260974805,0.0032082499999992,0.9389024672773704,0.9817109190100736,9.114705882352922,0.0928484452026643,0.3823950544047697,0.3421666129908709,0.005012895953874752
OPHN1,0.0964190474648829,0.3866003461238263,0.8088478503799956,0.3854639999999989,0.1504984290811511,0.5465859248740494,-0.2117647058823877,0.9513801795403704,0.9846963253438948,0.9017760476436427,0.00011646612090320817
ALPK1,0.5966635991535088,1.8742772604147157e-06,5.258510043989809e-05,-0.0724862500000007,0.2345081287310743,0.6106981798633525,-89.29117647058797,0.4498600843866708,0.7647218282532601,0.00022951727921875897,0.04910826339583203
RPS4X,-0.6441324073377194,5.167396424326155e-06,0.0001194274931176,0.013720000000001,0.740211584168708,0.9064310573547364,1763.0647058823506,0.118875169151071,0.4353073623794596,0.00018247822328147146,0.9696483950895745
ALDH3B2,0.0436502032409187,0.652993032725104,0.9074894232059442,0.0291767500000004,0.3257658959001605,0.670473021587517,-4.092156862745071,0.045085035858078,0.273650948290311,0.32936302849308796,0.0022505999474532776
TMEM30A,0.256941184864035,0.0138991888457807,0.0683784473858007,-0.0303864999999987,0.769466476183303,0.9197290775820496,-85.97352941176484,0.0538152669250597,0.2978570713759666,0.031817917851507914,0.04728362750168229
WDR7,0.0928524257483974,0.0929024822613433,0.3079256885371766,0.0108465000000004,0.8218400233034773,0.940966787050407,-19.610294117647012,0.0013890760435353,0.0378728608485701,0.009270933491109825,0.010785248071139045
IPP,0.0821095639188596,0.5694334814246502,0.9003416578329011,-0.1664485000000004,0.0552670309325174,0.4442635148966182,-16.794117647058897,0.6722045689051117,0.8831461584487297,0.9083924633007738,0.00923641042162795
DLX4,0.0747974121746794,0.4040143357434648,0.8234340252184059,0.0145422500000007,0.7907086535893006,0.9266239158916676,2.101960784313718,0.56484120499078,0.8353209678144358,0.8036719837751183,0.0011560340889649836
CEP70,-0.0129642130328947,0.8734415333493664,0.953520160027994,0.0057067999999986,0.9115778783265468,0.9733760408861992,-4.605882352941194,0.3582716384884052,0.6979046809670423,0.8709735939615777,0.0025331381296443715
CYP2C8,0.0839585118673355,0.313532998040907,0.723390548444825,0.0694347500000005,0.0339332967476014,0.4153631606482535,0.7882352941176407,0.8739239056760488,0.9611790262761696,0.8444605658010251,0.0004335127833618669
KCNK3,-0.0060736736754386,0.9508166473253628,0.9799692185970788,0.0424314999999992,0.1707787119349137,0.5611481655708449,1.7911764705882265,0.811633261185456,0.944542593287271,0.984975449992294,0.0009851092726394692
NEUROD6,0.0011053401315789,0.990599861495182,0.9950964564179928,0.1118554999999998,0.01691555771444,0.3840075407127918,5.726470588235259,0.2078033571686365,0.5573041762240266,0.7782570583701945,0.003149438019423718
PRKCD,0.2237005571875,0.0005699564793456,0.0050351843863945,-0.1914229999999985,0.1978071873737958,0.584874488046488,203.44999999999936,0.2361001374318275,0.5893847762398583,0.00950785514254098,0.111893208072726
IL15RA,0.0143451626340812,0.8656378058348672,0.950433234529682,0.0574515000000008,0.5593335874894707,0.8141637235340843,-3.942156862745094,0.1159170321443358,0.4293295265864689,0.5984514625300518,0.002168103111813531
REPS1,0.0471850394225195,0.5632493698148362,0.9003416578329011,-0.0790559999999986,0.1161045729795664,0.5156331352581557,1.611764705882308,0.8072231793810812,0.9427499686255512,0.9308505744406416,0.0008864365868742475
SEMA6C,0.0685285866432552,0.4203086820243609,0.8363372323218176,0.0499825000000013,0.3603724244095022,0.695090533884627,-0.7852941176470551,0.8030777552275447,0.9406947425606283,0.8860385901694341,0.00043189519834932406
PCDHGA8,0.0570953011973684,0.5645268021770775,0.9003416578329011,-0.0295045000000002,0.691127968912224,0.8840614776296668,0.5764705882353383,0.8613273710374193,0.9590166249229732,0.9389797551897403,0.0003170466624587056
UNC5CL,-0.0580833879385964,0.4510832105644312,0.8560642232732076,-0.0320239999999989,0.6384770597406394,0.8569162967623688,1.7352941176470438,0.7962775480328257,0.9390683569312482,0.8974446570259462,0.0009543751574011243
EPM2A,0.0126277735320513,0.8777474824553033,0.9546016112737749,0.0152829999999992,0.7566108469667296,0.9140805925078082,1.433823529411768,0.6037354101095306,0.8530619303136961,0.9476590447814717,0.0007885726936153444
GRIN3B,0.077501540495614,0.4276656419236895,0.8420142932180826,0.0162535000000003,0.7837881719421179,0.9246680894755612,-11.155882352941203,0.0218916502681198,0.1916132711009201,0.16942688543779696,0.006135499952580516
AKT1S1,0.06783887575,0.5039601101227635,0.8820962750079165,-0.0671557500000021,0.4563126175640295,0.7533020415163079,0.8352941176470381,0.8776984508228851,0.9617372924975456,0.9271443699020306,0.00045939414356256766
CH25H,0.038411375620614,0.7050252803515111,0.9126431985588904,0.5784254999999989,0.1591648148555856,0.5558701709604869,2.838235294117624,0.3177033958073891,0.6672675877144121,0.7991866283962886,0.0015609695371052296
CPSF2,0.1858612386020067,0.0001409438852928,0.0016299064365949,-0.2060546666666676,0.1404971745721288,0.5354156759227724,-4.2735294117646845,0.8456650851044156,0.9554680175503888,0.008774181432951776,0.0023503510232268454
BATF2,0.2360947172842809,0.0384125771499674,0.1555965464838345,-0.1354685,0.3378093744008787,0.6783000810209061,-27.294117647058897,0.0591273991825028,0.3116687599623952,0.06804573555558206,0.015011188916411075
HLF,-0.008677790018952,0.9213048552217636,0.9689340666018016,0.1062681666666662,0.0904220201029018,0.4894619363663021,0.1823529411764752,0.9551463132305604,0.985579423078737,0.9962424073444499,0.00010029027077774867
CRABP2,0.0651150108311403,0.4047823051974958,0.8239612829085312,0.0419214999999999,0.3820809609183039,0.7097261715971759,-1.3029411764705685,0.8131880352878205,0.9449605131596236,0.8811779367782715,0.0007165901605571107
UBE2E1,-0.0675703504663461,0.3054662594267833,0.714584389124177,0.0098750000000009,0.8485387678045577,0.950632615500246,-163.71911764705828,0.1737318792320993,0.5158345018881519,0.44912124541594933,0.09004206093077147
VAC14,-0.0913841777371794,0.1783534262935767,0.5027976208760322,-0.0671025000000007,0.1662342655792784,0.5606433815616672,10.56470588235294,0.1337933374845937,0.4590231901558858,0.29396723719105333,0.005810365365059097
GCAT,0.0881875058394648,0.4739843120283636,0.8694991438003805,0.1163747500000003,0.0690143587697829,0.4656365120656389,1.4176470588234338,0.9442201453345064,0.9821156366855612,0.928473118827446,0.0007796759760462964
DNMT3L,0.036774265852564,0.7217596982764014,0.9169703362162176,-0.0020944999999987,0.9676762244607576,0.9898425427364902,-2.6044117647058727,0.4273417937072039,0.749129384478416,0.8677296252626346,0.0014323715286079658
UPK3A,0.0269402953793859,0.7656332908806712,0.9230858973712276,-0.1334999999999997,0.2816157058834401,0.639942509463879,3.1911764705882035,0.5613763258573903,0.8340555952483415,0.9231602959242716,0.0017550797386105398
PCDHB4,0.0184034324627192,0.8543472147067057,0.9470714908061144,0.0683707500000001,0.2378144103583062,0.6125565990922671,3.326470588235253,0.3179537336046087,0.6675821750161283,0.8429832180000966,0.0018294886491875722
ALPI,0.020776397745614,0.8178139493029224,0.9359108392959076,-0.0005980000000018,0.9924716277400188,0.9970521504979928,5.938235294117618,0.1611548443097473,0.4994096341585469,0.6662013850406594,0.0032659041403269107
NFATC4,0.0298612276131549,0.7678105785772801,0.9233754969974752,0.0566580000000014,0.0913478548746241,0.4903373778019462,0.4617647058823877,0.8747028086434245,0.9611790262761696,0.9737386977904918,0.00025396084696947303
COX6B2,0.0625573057587719,0.523459401636943,0.8884299629760842,0.0967085,0.0625386589341094,0.4596542526189889,0.5058823529411995,0.88947498273895,0.964158523546507,0.9347977638562732,0.000278224622157631
DSCR8,0.0250963635544871,0.7918543424042173,0.9274271816568048,0.1760215000000009,0.1291259814345393,0.5248702913729593,0.1990196078431552,0.9286581665923996,0.9786376461348432,0.9813340243820404,0.00010945658584884032
RNF166,0.2328795015005574,0.0012314888036323,0.0095904447710439,-0.0166879999999967,0.8457448896466608,0.9497898501116404,-50.56176470588207,0.10477906356433,0.4065623629477423,0.009270933491109825,0.027807903950648777
SCD,0.061617801622807,0.3866972551748917,0.8088478503799956,-0.0017012499999999,0.9689845294703388,0.9900061175326148,-14.311764705882297,0.1776091870074045,0.5195625973375063,0.5065532799136284,0.007871168671040497
CLIC1,0.2389574647001114,0.0011450748275028,0.0090340484608335,-0.0862550000000013,0.1166624124716351,0.516129159730716,58.84411764705874,0.9156550556137176,0.974907211004646,0.04007258443741268,0.032363023345973616
CASP7,0.0347475148044871,0.6377445566803845,0.9066589936846208,0.0114774999999998,0.9095501739028196,0.972769789745817,0.2892156862744741,0.9447859027727512,0.982211434058559,0.9620336067688299,0.00015906252623350246
TBRG1,-0.0213423585105908,0.8247547501052096,0.9384939309048616,-0.0896415833333339,0.1200221495359201,0.5205499753409333,6.529411764705884,0.0953205271484375,0.388423931741896,0.5398678942399225,0.00359103872784833
FKBP5,0.8252899267741229,3.1944207889263805e-05,0.0005061517808516,-0.037863333333334,0.8029666308438583,0.9318316951108634,-431.37647058823495,0.5325344112807634,0.819065436463104,0.002134366628652084,0.2372479586198461
BDKRB2,0.1155701605416666,0.2185644889267329,0.5779922891792789,0.0496984999999998,0.2203285090656096,0.6009206278495195,3.599999999999966,0.5582727015106378,0.832949308845679,0.6473104974255531,0.0019799240553541953
MAS1L,0.0067140120111482,0.94349785680551,0.9781937263787184,0.0398544999999996,0.4996711540277002,0.7802667086750739,0.6735294117646902,0.8612035882904081,0.9590166249229732,0.9899055986043245,0.00037042696787263434
NEUROD4,0.0144301129254385,0.875483808299187,0.9541137712689748,0.0531805000000007,0.393275044587675,0.7139473246581091,1.135294117647078,0.6538497422496234,0.8771283974126591,0.9571529347532269,0.0006243878148421075
CACNG3,0.0442909782149122,0.6501757510827786,0.9071843481444054,0.0587429999999988,0.2726942160988008,0.634461706680533,-2.6176470588235645,0.4641429075708849,0.7746067527494959,0.8640098814221058,0.0014396506611644396
GPR56,-0.2518137629081196,0.0818447690753317,0.2794381187406157,-0.0346430000000008,0.8531833711740857,0.9527498025506008,154.81372549019625,0.3571063173398695,0.6975632828842508,0.32811626107651254,0.08514428311028983
PTN,0.014797823076923,0.806126764526536,0.9315823556530254,0.0605541250000012,0.0219796517889695,0.3880827328380665,-6.92058823529419,0.3708594244935866,0.7067994026734381,0.8618718223863707,0.00380617753451676
FLJ16124,-0.016635934083612,0.8776931820491769,0.9546016112737749,-0.0299510000000013,0.5754622223969919,0.8229215958235956,5.444117647058846,0.0912560171488559,0.3800746127458447,0.5443433034785029,0.002994149858219498
FUT11,0.0791109704827201,0.3520825419460504,0.7719635986471561,-0.2721747500000004,0.0200043071793591,0.3860224288049543,1.6617647058823763,0.7175048923352034,0.9029504274880894,0.8268693370201928,0.0009139355320875381
KLKB1,0.0439950107881828,0.5687939321538944,0.9003416578329011,-0.0010960000000013,0.9846328162715086,0.9941704558787288,-11.497058823529386,0.0689634382809119,0.3371489445854009,0.38429566390903463,0.0063231398140356256
GABRA4,0.0006152993881578,0.9951894984464807,0.9976780739056046,0.0438045000000002,0.3273869897151037,0.6712545474733087,3.085294117647095,0.4110166257429296,0.7368996430751579,0.9177618632174865,0.0016968466781589826
DYNC1I2,-0.0497743475696767,0.5821772150147738,0.9021455609198082,-0.2186383333333337,0.0850865791511022,0.4813105917591709,18.58529411764709,0.5828973805628528,0.8442093607235558,0.8869804343770228,0.010221519694267402
ASF1A,-0.1416712866845039,0.1730572330910124,0.4901494431751087,-0.1856147499999991,0.2868819392906944,0.6438860138771564,-174.84705882352944,0.0025319262269051,0.0553853648119391,0.02219178236476377,0.09616219382573311
SPARCL1,0.066869891622807,0.4849218279505061,0.8746102644197333,0.0966050000000002,0.0652944321163635,0.4629994502097348,-1.6235294117647072,0.58224584265316,0.8439007531157217,0.8509465321103726,0.0008929069269244502
NEUROG3,0.0029374005,0.9739529452536316,0.9896488681583632,0.0613509999999992,0.3418458684956562,0.6812534696596283,-0.108823529411751,0.9772102144581104,0.9930417485079848,0.9991181011952164,5.9850645464131286e-05
ICOS,-0.6020492928851728,3.550923782989599e-08,2.311233626987054e-06,0.2814119999999986,0.3867528305344697,0.7114335165916578,-86.77058823529399,0.0572233664029553,0.3055134133889993,2.6127743753038562e-06,0.047721993040081644
FOSB,0.101027256993421,0.2103522818594692,0.5624360850845815,1.0316399999999994,0.0734521084926928,0.4717800355345625,-22.614705882353007,0.2330071243804939,0.5852141142659631,0.43182410034880186,0.012437611161453102
ULK2,0.1147501498464912,0.1003194326858312,0.3276854679464864,-0.0306352499999995,0.6793618689566026,0.8791975532169365,-18.823529411764696,0.0135700894005717,0.1470026767503439,0.04767929275396513,0.010352544080283467
SMARCC1,0.1894791153054626,0.0034092387245203,0.0219427395948528,-0.1176688750000005,0.184412885636691,0.5754620844502528,50.09999999999968,0.1933529785437294,0.5395840372222865,0.0292734844218466,0.027553943103679302
LGI1,0.0376769248506131,0.7205068846241807,0.9169703362162176,-0.0049890000000001,0.8777598343181046,0.962419081756878,-3.564705882352939,0.2546112596088714,0.6084824163222813,0.748839684168942,0.001960513035203681
CLDN15,-0.0923368117232906,0.1175560828744691,0.3685737115483354,0.0160247499999988,0.7488138185794726,0.9103788153923916,-9.14117647058822,0.5702818971669811,0.8382536306990312,0.5013602527166343,0.005027454218987653
XYLT2,-0.2561267917039473,5.806537790138006e-05,0.0008219531852606,0.0312205000000007,0.3785791996894762,0.7065043378156912,146.47352941176462,0.0002642214080889,0.0145151466082987,1.0991605892165687e-05,0.08055735120971826
PPAPDC1A,0.0277329123859649,0.71331640958447,0.915524487692826,0.0181059999999986,0.5939995348916431,0.8324143350175448,8.232352941176487,0.0383022927144632,0.2565983060860962,0.3165653802778188,0.004527620450111483
KPTN,0.1018982875921052,0.2632679426625149,0.6557253315837316,-0.0951384999999973,0.2139934623084798,0.5983136146611644,-3.461764705882388,0.3026177480817799,0.6530405426669711,0.5428229115334329,0.0019038975597646516
