,NETosis_AIMS,Kynurenine_AIMS,Inflammasome_AIMS,Complement_AIMS,Metabolic_Stress_AIMS,Cytokine_Storm_AIMS,Angiogenesis_AIMS,Apoptosis_AIMS
GSM416528,0.6195262212874671,0.33170511343312453,0.5326120070504519,0.41967708458180253,0.23756000426536608,0.4041834748258349,0.26841678776324956,0.3334163146055592
GSM416529,0.832867369492785,1.4403758290420023,0.30401974217448874,1.2931390428035519,0.36627462220150986,1.1726619894982406,1.6931508543933467,1.1307646009067822
GSM416530,0.39480696406322613,1.448623021412265,0.4090594396943842,1.2962396471537918,0.15370172864796058,1.252902045026488,1.545996362532477,0.8867297262698762
GSM416531,0.8083946950848144,0.9765858577524515,0.6027100383530982,1.0280746309438047,0.16256982473980297,0.8167779268613562,0.9180859985093901,0.9619667260349938
GSM416532,0.31933867268098065,-0.4149754712809083,0.14491259833090114,-0.322566273272146,0.24298328856675155,-0.6138870376528447,-0.7814447011757035,-0.5199657920267386
GSM416533,0.029651565426755254,-0.8098141748362031,-0.26167622141985036,-0.6961996655133311,0.05763392777395959,-0.7684103767277435,-0.9854789248519206,-0.9311787780057369
GSM416534,-0.004977865858130236,-0.5551359105704669,-0.2607453598435151,-0.33478196718601183,0.2812937590394965,-0.5885634081235219,-0.3272891714579518,-0.36816986458903705
GSM416535,1.0449223846265854,0.027292902242107148,1.3451744091019533,0.5349297825754902,0.46676232630206355,0.10716543896862439,0.011212561705686352,-0.1832940103507612
GSM416536,-0.6979990216882201,0.06288017332687981,-0.3414957092023202,-0.1469928873174921,-0.030448486521785206,-0.15098041892737424,0.0010662556831369657,-0.42936745664896764
GSM416537,0.07463631050698732,0.21120023320848708,0.10144678946833775,0.19247197978712674,0.1924146560016948,0.13926736955226351,0.31516576456777173,0.14684459612981854
GSM416538,0.31679932421380846,1.0703337964590307,0.20599387589618778,0.8256397316664197,0.17612624256405413,0.44378163187105085,0.8466710244198137,0.14952445627289443
GSM416539,0.9319445707661151,-0.23190101891044523,0.9202683851218638,0.13744702009195436,0.5767905323171124,0.35656314357605645,-0.3724406111061902,-0.34210969796442603
GSM416540,-0.15982179534167956,-0.43761439743501934,-0.03552275427313317,-0.5388653927295058,-0.05139448235932792,-0.49876795570994603,-0.5679192418840765,-0.5859702681827446
GSM416541,0.3512652755656221,-0.5139488571336932,0.4710450364094181,-0.30122774314227774,0.39454198463283985,-0.5454144482075525,-0.4995266243288131,-0.3660239193437014
GSM416542,-0.2372916697697087,-1.0425029151595822,-0.6256048378896704,-1.385426249137172,-0.0012167112114496344,-1.1024931238006448,-1.2426197245352597,-0.8044823385391255
GSM416543,-0.3967778971404996,0.4234007553712988,0.04896000668256167,0.14511831527185906,0.23875003968961042,0.26390108871279916,0.3272174038830268,-0.042035449421127885
GSM416544,-0.5322975117052882,-1.4590393188573687,-0.38984612871642454,-1.4425730376846104,0.11685353883648343,-1.4781571298293297,-1.7551057075939211,-1.5214082745985686
GSM416545,-0.029947657844521584,0.5328902728917251,0.07668922162800038,0.6135457993392915,0.043423567081579906,0.4621510228949902,0.345947239673517,0.4177667573689479
GSM416546,0.08372839797251208,0.32451331552432766,0.12001834749541915,0.180280529816966,0.14375233470522353,0.3880885811379904,0.355633949302735,0.30918431991287365
