,NETosis_AIMS,Kynurenine_AIMS,Inflammasome_AIMS,Complement_AIMS,Metabolic_Stress_AIMS,Cytokine_Storm_AIMS,Angiogenesis_AIMS,Apoptosis_AIMS
GSM416547,0.09563373211110703,0.21768877250984955,0.059474136771107716,0.2781975784843965,-0.14930051132350403,0.4307800133990955,0.28026495837683313,0.16696153754677778
GSM416548,0.5579733017022506,0.5109428384626293,0.2250851887865132,0.49671747973958347,0.018052781506356762,0.436775258521194,0.5173466125138674,0.4502782636745114
GSM416549,-0.6481760714516972,-2.0665723265595783,-0.6588619079391497,-0.9332717540833926,-0.6252174783118561,-1.1153700306345982,-1.9622823751571614,-1.047607678101305
GSM416550,0.7928447049598998,0.7972860420083996,0.5315617862955808,0.743533416370042,0.10174358553174417,0.5269741787994399,0.8156692177381338,0.5698338567535454
GSM416551,0.7544843074728742,0.3626911237450268,0.5212316225798878,0.34576057816293415,-0.23468251024554496,0.06538345048641611,0.18204988176159398,0.2998231475192124
GSM416552,-0.8245427708026709,-1.6143537924382945,-1.0298888034432565,-1.491374677292908,-0.4523156368598979,-1.4334885564552322,-1.8309109087398334,-0.9958099949135809
GSM416553,0.6897427129394192,0.1470863028333982,0.41055233658418916,0.491422885229293,-0.027840880747113904,0.36494454018296196,0.48074481248959816,0.5570818750084231
GSM416554,1.8605923008085166,-0.040230793479060806,0.5450485561162094,0.9053777174327247,0.20667127867388765,-0.2599563234157315,0.2968488882028686,0.26632233511762116
GSM416555,0.49158358586293205,1.0400583077886776,0.45670811714318743,0.6178666022056435,0.22053690482151195,0.7665500898714498,1.0155752381301681,0.8762931032606174
GSM416556,-0.2631408252486307,0.22803551328491325,0.0806403331554021,0.41676077556865976,0.09865076837036194,0.4068711681685661,0.5881925088206302,0.29223327645789976
GSM416557,0.6673325912827892,0.12250006102937137,-0.2035895597556195,-0.04966144676964182,0.12789815750590608,0.07472170855062854,0.19024529302694645,0.2383785692655047
GSM416558,1.6444683881633002,0.6474579939868416,0.6757811772315861,0.8218863640699431,0.24319853576512324,0.6505667243019193,0.7674148536600011,0.6174301871400291
GSM416559,0.3077887501752853,-0.9447667842625399,-0.08976481839823287,-0.528562862393912,-0.015953937690183703,-0.6018117524078117,-0.8482440422833395,-0.6176382956964303
GSM416560,0.7274606119163397,0.31370330111206557,0.6208914529751234,0.3959694544014928,0.29838911500932075,0.33599740325138805,0.3005889311987496,0.23126351825712035
GSM416561,-0.1018469810500002,0.672070475750669,0.46057131835170717,0.8283793283534343,0.09982775208322318,0.6101446657696485,0.5954926394533414,0.6020619577338042
GSM416562,0.671682838728058,-0.9050098379296896,0.21172429742479543,0.015329686478566466,0.10488746675574079,-0.3149351497837929,-1.1565944536215464,-0.4823818066163825
GSM416563,0.0009973853138161909,0.9078501303908657,0.16099090053605064,0.7969605279000812,0.20308332213881689,0.734831614160051,0.9246923600997083,0.7681043763851585
GSM416564,0.7940517553110772,0.9205777544512539,0.44508285138667825,0.8234261916691897,0.30771829983617194,0.6257371806781761,1.0459864927844964,0.8378763503011105
GSM416565,0.0008595743333148637,-0.45564343495702786,-0.030909325260002764,-0.08505858712563716,0.07595637064838076,-0.2470307831912155,-0.4290345510395768,-0.31260166395534733
GSM416566,0.44992709891822735,-0.19379053176739422,-0.1895945181977357,0.1639756491539428,0.2776089951983667,-0.09224063626876705,0.05631333768061355,-0.11378287527158959
GSM416567,-0.17377837744117003,1.7278040918033102,0.28296153133725044,1.7312504939815438,-0.23480443921442823,1.3299675625113796,1.4713611856133892,1.1540536391852434
GSM416568,-0.1270343821342497,0.182376537505932,9.809589973252468e-05,0.04419474482203447,-0.05202377551990757,0.573330329058182,0.5466357241285422,0.39085448567525094
GSM416569,-0.2597933736714745,-0.3922818689152386,-0.1653985372539808,-0.6522124000271629,-0.04828859054777557,-0.37812097610670314,-0.5305314328845953,-0.03754487687322716
GSM416570,-0.07838953739762702,1.2152495776900636,0.37836869977361065,0.960254975806764,-0.2662369485436823,1.155392796523648,1.3976110215281274,0.7564982093301201
GSM416571,-0.7102556700231853,-1.24532942985373,-0.7323275169480417,-1.5737255335642013,-0.24203941289726782,-1.327529821879999,-1.553923316385881,-1.1312071151220668
GSM416572,-0.37863708932502144,-0.49575404061113215,-0.3973707443257982,-0.6354970156127031,0.025428638317918414,-0.4310756645447897,-0.4276213138764933,-0.3967218791525994
GSM416573,-0.9570844124436413,-1.3862475743132456,-0.7445280642349074,-1.1979007039773624,-0.31584626240992164,-0.9229551936225467,-1.3419748647492542,-1.1998737544674147
GSM416574,-1.388930947028062,-0.4884623015499464,-0.7635558277146091,-0.7089783398609452,-0.21201743333379794,-0.5391268334330097,-0.4879469811723778,-0.38957076946175073
GSM416575,-0.8487616549576342,-1.5740767259560076,-1.0116519073075187,-1.5450671707503647,-0.16590657780100498,-1.262608322337836,-1.434644633191337,-1.3090827263871792
GSM416576,-0.15311832932691322,0.021419326416807383,-0.29660879999340967,-0.37062924636604955,-0.39372528181236527,-0.0643117562491036,0.01663287556349581,-0.19014043724600668
GSM416577,-0.4203980179137653,-0.7134050542362715,-0.4616020519227465,-0.7358274267665822,-0.08434754272659244,-0.7751425397252769,-0.8138201395565803,-0.5727479616096067
GSM416578,-0.5378438960469863,0.5268795791337406,-0.03847371151386201,0.16224806742240339,-0.21533513717193445,0.30496955574908147,0.49327508767792094,0.25195936882008474
GSM416579,-0.418386049562038,0.8433592665601121,0.052468701911170236,0.5419842676124997,-0.3191113436215374,0.5299232983719984,0.7846177289326617,0.42128561879734844
GSM416580,-0.23599925999662244,0.1805149403358655,0.0907628817777765,-0.11554024778035812,-0.04989425037105074,0.09703852512185954,-0.01932494184100584,0.2353531076236955
GSM416581,-0.6742618907401913,0.7845427919651895,-0.08469383999996949,0.6108258604751121,-0.2775885896161891,0.6310860067642536,0.8945322727584878,0.4863566072980299
GSM416582,-0.33036690195823665,0.05968524845079092,0.07861167090884918,-0.2264462047807937,-0.05344094376385696,0.1813897428246277,0.14782494642150523,0.20888390782820282
GSM416583,-0.24783415734705885,-0.40798182371423647,-0.21338412496737413,-0.36632918304421885,-0.43219037095139523,-0.2677578731436291,-0.446115938865287,0.0465194176481206
GSM416584,-0.2872464996906544,0.1513250756340526,-0.08013114833970976,0.0704880919557666,-0.3058957311394154,0.27375059658953893,0.17846383878806416,0.45003775390805395
GSM416585,-0.10099163469838951,1.1049111109359506,0.31156695081046737,0.6829429572863412,-0.12641866930301893,1.033237977845624,1.2496949358481901,0.9270415299686204
GSM416586,-0.8606167598437814,-1.132717420893475,-0.8314258779308719,-1.4151414250741992,-0.33614601248049253,-1.0054352726638567,-1.4245278752085038,-0.7373990616261556
GSM416587,-0.7112718384742001,-0.6944735153945338,-0.7163432413169893,-0.7151022918980908,-0.18221257560543658,-0.5891306838793146,-0.5680509843053789,-0.5270978546300209
GSM416588,-0.5265589238671823,-0.0391343995080613,-0.2135388020444944,-0.3646827731773531,-0.04362835002854717,0.08410158578368664,-0.12008365422342032,0.05184599523098036
GSM416589,-0.800997904943767,0.37304270205558054,-0.3828165433741286,-0.09272956567517737,-0.007829264483879751,0.11092846154038491,0.42146837613324417,0.09204256900202512
GSM416590,-1.1899278149539765,-0.6536964159817933,-0.6317418216366755,-0.63994518661093,-0.3077862109141558,-0.7681360790287545,-0.3606511077299317,-0.42765746143716943
