gene,log2FC,t_stat,p_value,p_adj
GIP,-5.591176470588209,1.8746013868406757,0.06530815717895157,0.3269840539299091
RAVER1,41.349999999999966,-1.8784186227515491,0.06545190539941907,0.3275802487348234
HMGA2,-6.227941176470608,1.8741559206822376,0.0654855999767885,0.32762539430738424
MXRA8,5.34705882352938,-1.8735568417914643,0.06555118804304712,0.3278300093542673
TAF6,13.780882352941035,-1.8722782801236744,0.06560511428927306,0.3279761700048824
FASTKD3,-16.841176470588152,1.874638178793009,0.0657439187902336,0.32854638829383576
OIP5,-14.785294117647084,1.8765344158130093,0.06586845633443769,0.3290449071514912
FBXL16,28.058823529411825,-1.8693591131896228,0.06601057460547712,0.3295069209065884
LAMA4,7.7235294117647015,-1.8724895078538208,0.0659986904898163,0.3295069209065884
BTBD7,-13.500980392156919,1.8704503537022936,0.06603648447383208,0.3295123791219625
BRD1,-16.62058823529412,1.8691126430540945,0.06606766364104998,0.3295441163883778
DPH3,-58.54852941176466,1.8717892592709113,0.06609670432802489,0.32956516713012185
RAB32,-554.8500000000004,1.8711238408814224,0.0661524350090881,0.32959550921225955
NETO1,3.2272058823529335,-1.8683810307870292,0.06614843714988816,0.32959550921225955
CHST10,7.305882352941126,-1.867968750614738,0.0662391507458305,0.3299037672929998
CHMP4B,123.01176470588234,-1.8685920393751252,0.06629393137901952,0.3300528012188306
TSC22D3,-671.0705882352931,1.866748757520026,0.06640018615891925,0.3300867359858217
ASMTL,21.726470588235316,-1.8690547130926913,0.06635158725454135,0.3300867359858217
OR5P2,-4.870588235294122,1.867204106745445,0.0663331705067879,0.3300867359858217
FOXA1,-5.685294117647032,1.8688177301540396,0.06638297472185983,0.3300867359858217
TIA1,-129.90588235294126,1.8657994671108875,0.06656255951393147,0.33058405540318553
CDC42EP3,-43.42647058823536,1.8658568087882124,0.06652768986443118,0.33058405540318553
GBP6,-8.244117647058829,1.8670715864548333,0.06657491822172903,0.33058405540318553
TCN2,35.782352941176384,-1.8725834867153504,0.0666538968432923,0.33085250178887293
KSR1,-7.46764705882353,1.8669724974799993,0.06668424902240336,0.330879468803988
RXRG,6.268627450980375,-1.8661738458957629,0.06675324718645433,0.33103035841088363
DHX16,94.69411764705819,-1.8653015267307382,0.06676452024584624,0.33103035841088363
PHF14,16.29019607843145,-1.863919637362739,0.06679816867832304,0.331073566148105
PTGDS,135.3970588235295,-1.8631223502390997,0.06691208518859595,0.3314842795834941
HSPBP1,7.961764705882359,-1.8634350318688093,0.06693096502209275,0.3314842795834941
SEPHS1,-50.3088235294116,1.861856249852406,0.067114924373077,0.33214758323731514
REEP4,24.008823529411757,-1.8616362089479448,0.0671083543388329,0.33214758323731514
CD6,603.2470588235301,-1.8620214945188511,0.06721578917087831,0.33239897527408646
IGFBP2,-9.72352941176473,1.8647611018912498,0.06720101821376503,0.33239897527408646
PCM1,-72.06470588235288,1.8605502144200992,0.06734570189048376,0.3329174347363527
ZBTB32,9.382352941176492,-1.8597196313475053,0.06739992858220117,0.33306150045197885
TWSG1,-69.52647058823521,1.8595100105119158,0.06743260999779103,0.3330990310828383
GTF3C2,51.226470588235316,-1.8593648389867954,0.06749875514541714,0.3332977321331174
PRKACB,-8.177941176470597,1.860349417485705,0.06752303806582964,0.3332977321331174
MYO1C,4.726470588235287,-1.8582172303519036,0.06760365893763988,0.33332394481024225
CLCC1,-5.911764705882348,1.8584000972530534,0.06757937101815274,0.33332394481024225
CEACAM3,-115.57352941176475,1.8586997997147767,0.06757954329065789,0.33332394481024225
ABLIM3,-39.47647058823526,1.8577643048756987,0.0677163408925208,0.33342488810571536
PSD,7.267647058823542,-1.8580747639934492,0.06767635179073596,0.33342488810571536
EXOC1,-18.35490196078422,1.8574642201256741,0.06772457623295032,0.33342488810571536
TIMP1,1436.5411764705877,-1.8589246603000082,0.06770035323843673,0.33342488810571536
ATP2A3,38.86470588235295,-1.8588781350302517,0.06775850151229312,0.33346826652343514
FLNA,20.691176470588175,-1.8570364081248008,0.06779985240649641,0.3335481438508557
PRPS2,-40.00000000000006,1.8568791633592745,0.06806745930315043,0.33474063875082644
ICAM2,544.8323529411755,-1.8535373207404382,0.06827837720886128,0.3354706950484103
CA5B,-81.55588235294101,1.8532890898590568,0.06831697239124127,0.3354706950484103
NKIRAS1,-21.020588235294156,1.8532647110244163,0.06831514856754965,0.3354706950484103
SGTB,12.07352941176461,-1.853595009478692,0.06829666180900236,0.3354706950484103
ADCK1,25.735294117647072,-1.853591972191825,0.06840781699307619,0.335792604079137
FAM76A,36.367647058823536,-1.853243670883653,0.06845491058096678,0.3358995944915288
VASH1,53.314705882352825,-1.852039671595463,0.06851057026113981,0.3360485230614756
MAPKAPK3,-710.7823529411762,1.8550012449146889,0.06854514321613185,0.33609394816240723
MAP1LC3C,-18.03529411764697,1.8552169192195873,0.06858179965779311,0.3361495518110657
ZDHHC9,7.502941176470557,-1.8513642428024681,0.06863117239655432,0.33626741958725026
GAB3,-24.50294117647053,1.8510857116075916,0.06866733619898402,0.3363205053670637
ILF3,34.73921568627446,-1.853053181247898,0.06869597481598709,0.3363367085570341
LHX6,13.0,-1.8519456111361883,0.0688844650609511,0.33702232958441075
EREG,-12.052941176470597,1.8498689174759413,0.06888677530442015,0.33702232958441075
CYP11A1,-17.38235294117652,1.848833534741444,0.06896182098951366,0.3371489445854009
KLKB1,-11.497058823529386,1.8488888121971347,0.06896343828091195,0.3371489445854009
CST2,7.482352941176487,-1.8483630608955897,0.06903168173725198,0.33723424212922437
TFIP11,42.702941176470745,-1.848882654461704,0.06901004606169138,0.33723424212922437
PHYHIP,-8.920588235294105,1.8560466209002402,0.06911801183708685,0.3374045707613568
ADCY4,-47.62941176470599,1.8511747470046565,0.06914278031643711,0.3374045707613568
CD300LF,-310.82941176470604,1.8513259679978815,0.06909380838790803,0.3374045707613568
SLC1A7,-18.54705882352937,1.851583451129094,0.06920768588765475,0.3375972274857751
HTR1E,-14.21470588235303,1.8594508946366266,0.06923566786641507,0.3376096944290339
CHST9,-4.979411764705873,1.8464452155980395,0.06931327805906831,0.3377698774260461
SMARCA4,77.43529411764746,-1.846399268418036,0.06931939418481516,0.3377698774260461
LRIG1,79.51470588235293,-1.8470651459606393,0.06936659361493332,0.33787587308110223
ZNF503,14.908823529411677,-1.847430451708108,0.06944433759924376,0.3381305150871869
HLA-DQB1,155.09411764705885,-1.8486694750950414,0.0694805503018734,0.33818282511300407
PLAGL2,72.18529411764712,-1.8462358212251422,0.06954670954936788,0.33819139221968425
TSR1,-16.608823529411808,1.8454765795546424,0.06952855495524687,0.33819139221968425
HRH4,-5.394117647058806,1.851710624766317,0.06955872060189469,0.33819139221968425
REN,-8.950000000000017,1.8482693904959617,0.06963299603864279,0.3384285949491577
CEBPE,-42.349999999999966,1.8541276238000801,0.06968437445385767,0.3385543812653941
EDNRB,-5.395098039215668,1.843706197722869,0.06971744739189001,0.3385911728125514
STK19,-53.898529411764684,1.8463139170801888,0.06982042783512865,0.33878013277516816
GRAMD2,-5.032352941176526,1.8427709723354169,0.06985841267799446,0.33878013277516816
ZNF267,-8.088235294117652,1.8493707481512773,0.06981782957737818,0.33878013277516816
KCNG1,11.020588235294099,-1.8557067530109999,0.06984519167421709,0.33878013277516816
SCAND1,67.42647058823513,-1.8456824410126056,0.06992359555121966,0.33897243582661357
OXER1,-30.9852941176469,1.8580521976997593,0.0700175339923426,0.33918015919384353
ACSL4,-104.3764705882354,1.8467261942291173,0.0700130976156038,0.33918015919384353
SUB1,-135.53529411764657,1.8430982733032326,0.07018663201143546,0.33938022572754556
INTU,-5.358823529411779,1.8420616752485603,0.07017694286018297,0.33938022572754556
ARHGAP4,278.35882352941144,-1.8440180046233914,0.07013794511905456,0.33938022572754556
GABRD,-6.594117647058852,1.8413991298776868,0.07014773511348822,0.33938022572754556
SFTPD,-17.344117647058766,1.8451544553698724,0.07016447748410391,0.33938022572754556
MS4A3,-220.2999999999999,1.848477868240536,0.07022146794067664,0.33942506418503987
IL17D,-19.32647058823528,1.8393980874543634,0.07036744019428157,0.33963608538701223
UBTF,7.454411764705867,-1.8403083110995677,0.07032313199880617,0.33963608538701223
TERF2IP,212.25,-1.85803316921069,0.07032585129881,0.33963608538701223
KCNA2,-4.741176470588272,1.8396072483680683,0.07036739865828703,0.33963608538701223
TAOK2,13.913725490196157,-1.8389484052091964,0.07060846962690664,0.34067560309086714
CFB,-4.905882352941177,1.8373018977449798,0.07066764452997228,0.3407135018405853
DCT,-6.170588235294105,1.8379074179408958,0.07064386001390799,0.3407135018405853
MMP16,3.5705882352941103,-1.8373619006351467,0.07069468097108621,0.34072013572924964
PDE7B,-9.641176470588249,1.8369686903377374,0.0708044986420915,0.34074872763031044
CRIP2,50.44411764705882,-1.840210677722016,0.07082892666513457,0.34074872763031044
WDR24,12.11470588235295,-1.836751717819859,0.07076510831278005,0.34074872763031044
GUCA2A,8.58529411764701,-1.8377884996169755,0.07081330138484558,0.34074872763031044
BCL7C,121.42941176470583,-1.8365817859850584,0.07078307237842932,0.34074872763031044
GALNT5,5.202941176470603,-1.8363330693842033,0.07085990525346146,0.3407742926314601
IL31RA,-7.785294117647055,1.839406230642061,0.07096523703921667,0.34108152403758285
NMI,-379.3352941176472,1.83863257547438,0.07100085347491181,0.34108152403758285
NR1D1,72.49117647058824,-1.8387421974847282,0.07099579005263859,0.34108152403758285
ADCY2,-9.044117647058783,1.8350001160607199,0.07103960534797009,0.34114426032923933
ELOVL3,6.517647058823542,-1.8345288991944464,0.07109037055192026,0.3412646204585673
POLR1D,-1774.0735294117658,1.8340417623489833,0.07115670355900013,0.34145959879161675
AMD1,-189.63676470588234,1.8346591945704698,0.07123409981908148,0.3414607860641747
GATM,6.85294117647058,-1.8336986732057623,0.07123087306898127,0.3414607860641747
TNFRSF1A,615.5823529411764,-1.8337667775275772,0.07120971828632433,0.3414607860641747
BASP1,4083.6441176470616,-1.833093948140655,0.07130436210121414,0.34167424033919935
DMWD,19.18823529411759,-1.834350242278418,0.07135967934169136,0.3416926874500461
PMPCB,-172.06176470588184,1.8328330590060946,0.07135896606181727,0.3416926874500461
BCS1L,21.123529411764707,-1.8322693376207264,0.07146024644445383,0.3420508840264809
ACO1,44.62352941176482,-1.833180630701125,0.07153626267571159,0.3422913498407562
SNX10,-441.1441176470587,1.8378925955927947,0.07159564363313269,0.3424520735449337
DDX28,22.720588235294088,-1.8311955573934027,0.07164530592049988,0.34256621246395297
HAPLN3,33.57058823529411,-1.8318351395232146,0.0717221277566296,0.3426867262873436
ADD2,-3.674509803921552,1.831975978094064,0.07171932156214456,0.3426867262873436
XBP1,695.3411764705879,-1.8311416862187082,0.07175913085714966,0.34274019407238604
PHF23,80.25588235294106,-1.8292158375583787,0.0718886493920652,0.3431680598534447
WNK4,4.78235294117647,-1.8294565063609023,0.07190040235820779,0.3431680598534447
GAS2L2,-4.832352941176481,1.8293558783767123,0.07202045164977477,0.3434940937520508
SHOC2,-122.38529411764694,1.8313672873298965,0.07201242219731169,0.3434940937520508
PSMD2,88.96470588235309,-1.8297269788219073,0.07207862023220558,0.3436480859760236
KIAA1033,-150.61470588235295,1.8409231582836023,0.07215993261304567,0.3438945709609191
WDR36,-41.64999999999998,1.827829369100764,0.07218211848682644,0.3438945709609191
UNC5C,-13.71764705882353,1.827077759585683,0.07227855812742323,0.3440407505340843
RBX1,-667.1676470588236,1.8284943037075432,0.07228890692135423,0.3440407505340843
INSL6,5.1029411764705515,-1.832454093487135,0.07229053276021201,0.3440407505340843
CCT6A,43.327941176470745,-1.828287616460266,0.07241668594458411,0.3443942535717005
RBP2,-10.523529411764713,1.8311485635894862,0.07239554692335433,0.3443942535717005
CDC25B,411.7764705882355,-1.827083660941477,0.0724774148130621,0.34449680539796573
CCHCR1,6.808823529411768,-1.8253905936717294,0.07249564145765763,0.34449680539796573
TUBG2,18.22352941176473,-1.826931615768656,0.07251608458256621,0.34449680539796573
GYS1,14.20588235294116,-1.8269680423824584,0.07258529847080301,0.344650694934695
TMED7,-172.9176470588236,1.8272006326518093,0.07260039115321147,0.344650694934695
CXCR3,42.976470588235316,-1.8242414626621155,0.07265410018070483,0.3447110303847727
EFHC1,-10.75,1.8248770137745725,0.0726650228985524,0.3447110303847727
FMNL1,36.773529411764684,-1.8233832110840538,0.0727804097517732,0.3451351002443016
OLIG3,-8.182352941176504,1.8256182696344745,0.07283680736883963,0.34527923178987957
RRAGD,-275.90294117647045,1.8248065773379718,0.07293498956013203,0.34562126744448
ZNF256,-22.62058823529418,1.821861919982674,0.07304091645164759,0.34597747085220265
TSGA10IP,-4.902941176470563,1.8217699639966936,0.07307659642028017,0.34597747085220265
CTSG,-220.4147058823529,1.8347228419229187,0.07308832698753039,0.34597747085220265
NUS1,-19.179411764705833,1.8243781536839985,0.07332758303023398,0.34698633195846285
MS4A5,-5.744117647058829,1.819032699194244,0.07347286537298234,0.3474368854377051
TMIE,6.758823529411757,-1.8187509683871548,0.07349851800421617,0.3474368854377051
CALU,-22.641176470588164,1.8197546411244336,0.07350129621889695,0.3474368854377051
TNFAIP8L1,49.31176470588224,-1.8179997964859431,0.07360657480539401,0.34781071183844187
PCDH1,4.980882352941222,-1.8178277464864465,0.07368327800661473,0.34792552111373765
HHEX,-198.71764705882356,1.8229249300439445,0.07366765992457901,0.34792552111373765
SLC35D3,-6.417647058823491,1.8180693651516007,0.07372212198162045,0.34798518864982453
RTP4,-57.6970588235294,1.8275128132215344,0.07375188539812798,0.3480019667080111
LRRN3,44.02647058823527,-1.826387413092481,0.07384505333944431,0.34831780399330076
SESN2,-7.502941176470529,1.8158502639972183,0.07400221311942005,0.3483537622018848
ABCC5,-67.19215686274504,1.820659036312358,0.07401471613351492,0.3483537622018848
SND1,110.84411764705897,-1.816139000519116,0.07389229914016571,0.3483537622018848
DHFR,6.4117647058823195,-1.8185713086854196,0.07398888546665142,0.3483537622018848
NPAT,51.53235294117644,-1.8190551615183532,0.07397849923896883,0.3483537622018848
TTC32,-97.01470588235304,1.816020488773582,0.07403632451677353,0.3483537622018848
PNMT,8.311764705882382,-1.8159805975139918,0.07402359369331808,0.3483537622018848
PQLC1,902.8676470588234,-1.815139986455189,0.07411295412517262,0.3485907916663273
SLC35A3,-44.66764705882349,1.8137653619389327,0.07427032613102282,0.34883671396099075
RPL37,16.823529411764696,-1.8150642890845279,0.07422473696692157,0.34883671396099075
DPEP3,-84.39117647058822,1.816684536118184,0.07424749657578936,0.34883671396099075
SCTR,-9.905882352941177,1.8187085116844928,0.07422100586932466,0.34883671396099075
ITPKA,-6.899999999999977,1.8136372961354053,0.07438186285577134,0.34886696396995115
GLTSCR2,3063.3176470588223,-1.8150184342326312,0.0743101727673954,0.34886696396995115
ACACA,13.887254901960716,-1.8142439727264172,0.07437212479475154,0.34886696396995115
COMMD8,-121.82058823529405,1.829640254465032,0.07436028842638125,0.34886696396995115
SYCN,-7.017647058823542,1.815104557092788,0.07457842534711626,0.3496653713838311
SLC6A2,7.4147058823529335,-1.8163536609986448,0.07475585413032944,0.3498553485225487
FAM91A1,-23.11764705882348,1.8115002326226792,0.07481959224547123,0.3498553485225487
PEX13,-10.223529411764758,1.8131416192763523,0.07477717141912696,0.3498553485225487
NDUFB7,-250.03823529411784,1.8096803366911818,0.07490485485836573,0.3498553485225487
IFNW1,5.938235294117646,-1.8117197932295428,0.07493512661531318,0.3498553485225487
PABPN1,-119.32058823529428,1.8117300175936168,0.07487345314335313,0.3498553485225487
RBM17,-84.43823529411748,1.8110160944362335,0.07475174489749206,0.3498553485225487
PRKCA,70.42941176470595,-1.812538101242123,0.0748135423888343,0.3498553485225487
GCDH,15.613235294117715,-1.8120559070577906,0.07479119835670961,0.3498553485225487
PYCR1,-6.041176470588255,1.8110065233835937,0.0749140720574544,0.3498553485225487
CNKSR2,-7.523529411764741,1.8112508024896998,0.07485025235770337,0.3498553485225487
ABCA2,12.567647058823468,-1.8105395541526939,0.07492197005727592,0.3498553485225487
NKD2,4.191176470588232,-1.8096168011014242,0.07503558095200957,0.3499551963051574
EHBP1,24.31176470588241,-1.809373671740306,0.07498472728487833,0.3499551963051574
EHF,-6.82647058823531,1.810792981938612,0.07503539727461639,0.3499551963051574
LMTK2,-15.40882352941182,1.8098854158944966,0.07507497930082489,0.34999107002275703
KLRC1,-23.599999999999966,1.8135608101063838,0.07509599024663614,0.34999107002275703
DUSP8,44.04411764705884,-1.8085709378187766,0.07523673754471427,0.35040105265475835
IAH1,-111.43529411764712,1.8111972928758069,0.07523324258126204,0.35040105265475835
CLUL1,-6.667647058823491,1.8113981063474807,0.07528883025156671,0.3505207181207233
TAX1BP3,167.3499999999999,-1.8126357591337825,0.0754022099415448,0.3509255322831517
DPF2,139.8382352941178,-1.8051903028902805,0.07563668495560559,0.3515887293623738
CSNK1G2,-892.7941176470586,1.8074634878242093,0.07557677810993614,0.3515887293623738
AP2A1,42.178431372548914,-1.8059395979450878,0.07565062507819716,0.3515887293623738
GEMIN4,69.71176470588216,-1.8049745568038311,0.07564181060361985,0.3515887293623738
MAL,613.2500000000009,-1.8065882707110026,0.0757222948063889,0.35179868104941625
IBTK,-106.05588235294113,1.8091727184074466,0.07579529657068562,0.3520146722160069
SBNO1,9.276470588235298,-1.805051479750332,0.0758807188194749,0.35228817639335236
RBP5,-11.01176470588237,1.8036877113293213,0.0759134702125171,0.35231704211177983
NOC2L,9.470588235294116,-1.8011538316966074,0.07630401962142483,0.3525277566225744
PRG3,-4.723529411764673,1.8025229754605632,0.07625551354205215,0.3525277566225744
SLC7A9,-12.77647058823527,1.8009014015300788,0.07629477775114182,0.3525277566225744
NUDC,200.2176470588231,-1.8013075421391698,0.07625815432569683,0.3525277566225744
RAVER2,-11.279411764705856,1.802183476561524,0.07608415279079399,0.3525277566225744
ZNF582,9.176470588235333,-1.8008967664052087,0.07630104966781158,0.3525277566225744
RFC5,-14.342647058823502,1.801391573178301,0.0762165404593447,0.3525277566225744
DEFB122,5.344117647058823,-1.800998617558274,0.0763012741483024,0.3525277566225744
YME1L1,62.005882352940944,-1.8019693062811597,0.07611832598243617,0.3525277566225744
EZH1,-22.920588235294076,1.8040794785407377,0.07603283227676136,0.3525277566225744
TAX1BP1,-321.4720588235291,1.8059819213758908,0.07629472676874761,0.3525277566225744
NDEL1,-594.2588235294124,1.8017538159909061,0.0761714950920629,0.3525277566225744
HTR2A,-210.76470588235293,1.8063293836802206,0.07614568110275266,0.3525277566225744
ADAM20,6.323529411764696,-1.8006520661951069,0.07634671456084308,0.3526023220656954
LYL1,2880.6705882352944,-1.801151968784688,0.07642767668338886,0.35285350869333704
DOCK2,587.9500000000007,-1.7995226504780044,0.07650880912798926,0.35298261556686633
DARS2,-15.950000000000045,1.8015221237682837,0.07649435844435105,0.35298261556686633
FCER1G,2708.873529411765,-1.800231659340483,0.07659498729752255,0.35321396216135653
TUFM,103.6411764705881,-1.8002948663353533,0.0766121562753959,0.35321396216135653
SIRPD,-28.035294117647027,1.7993354195620608,0.07668572805194429,0.35337915405740206
CPSF6,-9.114705882352922,1.8006085494640793,0.07670121418838927,0.35337915405740206
TRIP4,66.87941176470588,-1.801055004247311,0.07673336894079705,0.3534046731862307
HSD11B1L,-12.858823529411808,1.8015737076944136,0.07681704266504033,0.3536673691076302
RPS3,-4772.873529411772,1.7971553280830281,0.07691020087505278,0.35384108375662865
KDELR1,73.01764705882351,-1.7984310899010008,0.07694840313173001,0.35384108375662865
TOM1,231.0411764705882,-1.8020071719369979,0.07696136842063138,0.35384108375662865
D2HGDH,114.49705882352976,-1.8002731058070247,0.07689741587215881,0.35384108375662865
AGGF1,-47.776470588235384,1.7962016615699072,0.07705309337265313,0.3541401778477287
LCP2,39.07352941176464,-1.7959513533705815,0.07708246378168325,0.3541525792710001
AP2A2,18.132352941176407,-1.7981906080506525,0.07715476521197982,0.3543621489051083
ELMO2,51.01078431372548,-1.802745911735838,0.07724902450510492,0.35467238844356264
NUP160,-67.18235294117653,1.7953014045114808,0.07729831459755607,0.3546947663457624
GNG8,-26.46764705882353,1.8008744307825613,0.07730732443173945,0.3546947663457624
GAS1,6.982352941176458,-1.7951203089575625,0.07733482848980522,0.3546983947107543
ZMYND12,-9.105882352941222,1.79596270567025,0.07737327938818746,0.3547522112280225
FNDC3A,-45.701960784313655,1.7981340661970344,0.0775238639757714,0.3553199398930938
SLC17A3,-11.900000000000006,1.7928350428903221,0.07758459379012207,0.35547558189966905
YARS,119.74117647058824,-1.7971690852072641,0.07777463409724802,0.35622338445783347
MIER1,-36.819117647058874,1.793003666453294,0.07788526302540423,0.35648415113799287
JRK,7.07647058823531,-1.7919092377989583,0.07787062146525169,0.35648415113799287
TAF2,-30.57058823529411,1.7899470128809933,0.07806299983591267,0.3569285509026337
RPS27A,-3191.4735294117636,1.790252542076571,0.07804797631880946,0.3569285509026337
ATG5,-30.829411764705753,1.791694636760671,0.07805635003895868,0.3569285509026337
ISYNA1,17.579411764705867,-1.7979770639397357,0.07814707849779717,0.357139593127998
PRG2,5.520588235294099,-1.7896094949228054,0.07816295056710063,0.357139593127998
ARF3,182.34411764705897,-1.789431810207095,0.07829053157055747,0.35759947650287655
PLCD4,4.617647058823479,-1.788232996350798,0.07832840140978889,0.3576494201922891
CSMD3,3.512745098039204,-1.7888330694211683,0.07838400358476182,0.35765731944964513
COL6A1,-8.23823529411763,1.7879642354219647,0.07837233983084171,0.35765731944964513
SEMA6B,61.41568627450977,-1.7888934094493383,0.07841664190535018,0.35768332917184464
CYYR1,-11.629411764705907,1.794243930345885,0.07845845288365022,0.35775114608142433
TRIM55,3.5058823529411427,-1.787265868840233,0.07855839239168427,0.3580184854070284
CYS1,-4.547058823529454,1.7927377779658005,0.07857100967586088,0.3580184854070284
PMVK,23.138235294117692,-1.7854468646644455,0.07880982194188489,0.3583687725151875
HEXIM1,-11.808823529411825,1.7857126559075498,0.07878427903978383,0.3583687725151875
MCRS1,67.20000000000005,-1.785843390526154,0.07872813690121173,0.3583687725151875
NIPSNAP3B,8.726470588235259,-1.7855648482140414,0.07879057672600169,0.3583687725151875
RTN1,33.75,-1.7857628172284932,0.07878003293285077,0.3583687725151875
RRH,-4.214705882352888,1.7858365590341105,0.07875186100098774,0.3583687725151875
PRDM5,-6.017647058823542,1.7880584991983475,0.07887582438441995,0.35854611303537426
POGZ,-18.391176470588277,1.7892178428005934,0.07891841199842138,0.3586169317299928
OSBP2,591.9411764705883,-1.7892275588601503,0.0789805126290626,0.3587763416656494
CRTC1,9.311764705882354,-1.7860150886455481,0.07902096260082106,0.35883732606487756
TNFSF13,23.139705882352985,-1.7834407297278534,0.07911305740350022,0.35913270981322254
PENK,-8.697058823529403,1.7933876451374506,0.07920086766792013,0.35940844869946803
CRHBP,7.429411764705861,-1.7827911479157443,0.07937484933597977,0.35982903703760305
AURKAIP1,584.8000000000011,-1.7879059304846685,0.07934723261418818,0.35982903703760305
SETD1A,37.48529411764713,-1.7828278696454793,0.07936599781186116,0.35982903703760305
CCDC117,-28.411764705882263,1.7850413969047323,0.07941359637333045,0.35988182001538627
CYP1B1,-241.39117647058833,1.783913775740668,0.0795125384804866,0.36006916987934734
ADAL,-10.685294117647032,1.7808734247879598,0.07953629125290901,0.36006916987934734
COMMD4,66.97941176470579,-1.7830293480288026,0.07953384523508068,0.36006916987934734
PPP2R2D,-20.40784313725493,1.7840725494222165,0.07957476478360222,0.3601063928971225
HDGF,388.3058823529409,-1.780489282780104,0.07959875456793603,0.3601063928971225
CHAF1B,-9.323529411764696,1.7799303660888341,0.07970617936413268,0.3604695673014148
STAM,-38.65294117647073,1.7791348540506968,0.07982815538430085,0.36053570540543756
RIMS3,20.505882352941114,-1.7794076769612484,0.07986148582551751,0.36053570540543756
NKX2-3,-7.735294117647072,1.7790669692289425,0.07990889989637566,0.36053570540543756
KLF3,24.614705882353007,-1.7831862742596658,0.0798513678277679,0.36053570540543756
SLC26A10,-6.9147058823529335,1.7803565038668507,0.07991087370147633,0.36053570540543756
KCTD18,-28.36764705882348,1.7823272055022956,0.07980974446355805,0.36053570540543756
TRIM11,21.932352941176532,-1.7793284425697227,0.07979176224681774,0.36053570540543756
HGS,-269.82941176470604,1.7809420850620636,0.07994097786087541,0.3605462981219644
GH1,3.8779411764705287,-1.7783426452393463,0.0799675288423848,0.3605462981219644
AMN,8.21176470588236,-1.7830878605840281,0.08003364858550213,0.36072192325807784
MTA1,31.452941176470517,-1.7782669235013315,0.0801408141614405,0.36080062372265603
CAV1,-9.229411764705873,1.782154522634568,0.08012476165964753,0.36080062372265603
ADAMTS15,-8.052941176470569,1.7788349268239767,0.08009817894985431,0.36080062372265603
FIGLA,-5.7264705882353155,1.7770989648595052,0.0801598011735077,0.36080062372265603
FSCN3,-6.361764705882337,1.7752393287665622,0.08056251221227916,0.36179100488052607
PSMC4,43.31029411764712,-1.7754400520391556,0.08044161871437584,0.36179100488052607
EMID1,6.035294117647084,-1.7758238618956514,0.08055164116102938,0.36179100488052607
PTPRA,-18.071323529411814,1.7786102003203228,0.08050597230168866,0.36179100488052607
TP53I13,-65.935294117647,1.7758593508626879,0.08054990801602198,0.36179100488052607
OSBPL2,124.56764705882347,-1.774693292846425,0.08057056796443106,0.36179100488052607
CNKSR1,7.049999999999983,-1.7759014681459495,0.08048538412214762,0.36179100488052607
MSN,1476.802941176471,-1.7741380575459174,0.08065595826474722,0.36205199926954484
APBB3,95.8514705882352,-1.7748416272149041,0.08068585586377752,0.3620638033657445
YES1,-24.529411764705884,1.7822043041892677,0.080738682926754,0.36217845672345933
SI,5.09705882352938,-1.7737208720447222,0.08079267251475011,0.3622982457449686
LAMA1,4.236764705882365,-1.7732289902399088,0.08088543553465094,0.36239650961133346
ELOVL2,-7.567647058823582,1.7744050529787638,0.08092375741810541,0.36239650961133346
DEFB118,7.414705882352905,-1.7742209145798657,0.08091860403517365,0.36239650961133346
NRCAM,6.416176470588198,-1.7761824713104988,0.0808920693407266,0.36239650961133346
HSF5,-9.726470588235344,1.77239504369106,0.08097641851415258,0.36251007587016787
CCR4,17.444117647058874,-1.7735022443884225,0.0810705080060246,0.362806367250607
SLC12A1,-5.547058823529426,1.7720877120354046,0.08112457481300288,0.362806367250607
NIPBL,-45.38529411764705,1.7734378348818436,0.08112257239113847,0.362806367250607
BLK,69.53235294117638,-1.7712608799928335,0.08120951980083493,0.3629417717655625
MICB,-82.4588235294118,1.7748545737837338,0.08120706208326421,0.3629417717655625
ATAD3B,8.632352941176435,-1.7706849775416516,0.08124713482251819,0.3629877039614389
MAP3K6,30.008823529411757,-1.7705513694555721,0.08130909927710021,0.36314230635499584
GPR39,6.14705882352942,-1.7706000909331592,0.08133643764872403,0.36314230635499584
FBXL3,-23.308823529411768,1.7810316310404068,0.08141670750173532,0.36337850158253504
ISG15,-360.664705882353,1.7829859516392514,0.0815008438312974,0.3636317891102039
SLC25A34,-11.114705882353007,1.7698856661210183,0.08155542930619819,0.3636494078621867
ITGBL1,-9.547058823529426,1.7688168561200481,0.0815595674509408,0.3636494078621867
TTC5,45.226470588235316,-1.7686270126333774,0.08159379155471261,0.3636798805852548
AP4E1,-25.12941176470588,1.7682163589112878,0.08170197601798673,0.3639420934340382
ANKRD6,-26.223529411764616,1.767932935236479,0.08170743941307938,0.3639420934340382
BTN3A2,218.8941176470587,-1.7679143938023556,0.08174206307625455,0.36397421647434874
RRAGA,169.33529411764675,-1.767415812669707,0.08201104431998438,0.3647307769092569
BBX,106.77647058823527,-1.7660827550282907,0.08201332078255182,0.3647307769092569
PHF12,11.830392156862786,-1.7672403414545637,0.08202184815868664,0.3647307769092569
ZBTB39,8.420588235294133,-1.7663658870532664,0.08197148819857543,0.3647307769092569
HHIP,5.858823529411723,-1.7689603720207279,0.08209167526425962,0.36491907069261437
