gene,log2FC,t_stat,p_value,p_adj
STAU2,-48.24705882352947,3.8751747894880118,0.000251237074141359,0.014121105795132129
SERPINH1,24.108823529411723,-3.8814613931562088,0.00025204865743683647,0.014121105795132129
CSRP1,173.24117647058836,-3.8659497171762767,0.0002577904947158794,0.01435354006191946
LARS,118.69411764705899,-3.86380243440262,0.0002583593971079041,0.01435354006191946
TINF2,636.0,-3.8618367260515805,0.00026564095690741055,0.014515146608298755
PPP2R1A,548.2264705882353,-3.8653027176125407,0.00026515002853193665,0.014515146608298755
XYLT2,146.47352941176462,-3.863082912219344,0.0002642214080889105,0.014515146608298755
MTMR2,13.997058823529414,-3.8646816862106075,0.00026266238365632035,0.014515146608298755
RAB1A,-83.07647058823545,3.841231165390894,0.00027735952053710623,0.015031753933435496
CAPN1,931.3176470588232,-3.860077644644883,0.00027676577574676565,0.015031753933435496
PAX7,-176.1911764705883,3.838786113541953,0.0002795859239255216,0.01503404477750317
ZNF25,-113.5205882352941,3.8413364277759734,0.00027966629462594384,0.01503404477750317
CLEC7A,-222.66372549019604,3.890640699608633,0.0002881906066310802,0.015333905003333705
DCXR,148.1676470588235,-3.8762687618237126,0.0002873629576945518,0.015333905003333705
SPRED1,-103.53235294117644,3.8717394257418793,0.0002887088605839303,0.015333905003333705
EIF4ENIF1,71.86470588235295,-3.8253852631926266,0.0002924334405134639,0.015451238348595594
DCUN1D2,-30.449999999999932,3.8374171655889198,0.0002932453730867668,0.015451238348595594
RNF138,-141.8323529411765,3.836608844866068,0.0003010408348264146,0.01563068780617577
STK38L,-36.93823529411753,3.8297814536774486,0.0002999028376320976,0.01563068780617577
RABGGTB,-160.34705882352938,3.840085979501325,0.0002980166632606775,0.01563068780617577
EXOSC5,83.75588235294106,-3.8190584843564412,0.0003013598492529746,0.01563068780617577
RAB18,-90.33823529411762,3.827823355314328,0.00030701970159390353,0.01586228637262199
PGM2,-123.42647058823525,3.814579051039822,0.00031008096583108526,0.015958352962423063
OSTM1,-109.10294117647072,3.8061959788220077,0.00031177661008397373,0.0159836672922587
ECH1,670.5558823529418,-3.802601176895782,0.0003163879645631798,0.01615768997488424
CYBRD1,-504.4764705882351,3.8445935165730205,0.0003204672797392528,0.01624108603197633
XRN1,-120.27941176470608,3.8545975210726673,0.00032042946095157455,0.01624108603197633
PGAM1,464.33823529411825,-3.796784554545386,0.0003230097495663196,0.016307693744264606
GNPDA1,298.02647058823504,-3.7959929762402504,0.00032530489516752247,0.01636135756831198
SLC35A5,-236.07352941176487,3.7896886137982535,0.00033039119472317067,0.016554468994468906
RUVBL2,60.85588235294114,-3.796238725113212,0.00033386831256031836,0.016665802459307922
IL10RA,284.4764705882351,-3.7896701981383116,0.0003409857605061989,0.016957336808993667
BCL2L10,11.0,-3.7723954802103483,0.0003484970937178009,0.017266210486511044
ANGPT1,-51.94999999999999,3.822520999938212,0.0003526063154271266,0.017313824054044673
SPINK5,-12.088235294117624,3.773070097348075,0.00035388284595116163,0.017313824054044673
